PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
4291,0,True,6175,2,24,False,0,0,0,0,0,6612,True
4292,0,False,6177,0,23,False,42,0,0,765,2,3032,False
4293,0,False,4347,2,22,False,686,45,16,7,4,8396,True
4294,2,False,4349,2,23,False,176,493,169,0,1023,1461,False
4295,0,False,4471,2,21,False,3,65,253,475,0,4762,False
4296,0,False,4472,2,37,False,661,876,0,3,13,2995,False
4297,2,False,4351,2,17,False,250,0,2179,0,0,6092,True
4298,2,True,4355,2,35,False,0,0,0,0,0,5669,True
4299,1,False,281,2,33,False,0,4592,0,209,954,7114,True
4300,1,False,281,0,37,False,0,2337,0,204,76,5948,True
4301,1,False,283,0,32,False,0,154,0,5492,1924,7113,False
4302,2,False,4474,0,31,False,22,0,173,1,524,3404,False
4303,1,False,59,2,28,False,0,4020,0,1635,4899,787,False
4304,1,True,1678,0,34,False,0,0,0,0,0,3646,True
4305,2,False,4358,2,9,False,0,0,0,0,0,2026,True
4306,2,True,4358,2,25,False,0,0,0,0,0,2492,True
4307,2,True,4358,2,29,False,0,0,0,0,0,6258,True
4308,2,True,4358,2,1,False,0,0,0,0,0,6282,True
4309,0,False,6180,2,30,False,1,797,0,10,0,7761,True
4310,1,False,663,2,64,False,77,2424,0,3001,127,7438,False
4311,1,False,663,2,31,False,0,6670,217,625,20336,7435,False
4312,1,False,663,2,27,False,267,2802,0,54,77,5621,True
4313,1,False,663,2,28,False,0,4516,0,6167,5308,3163,False
4314,1,True,665,2,25,False,0,0,0,0,0,120,True
4315,0,True,6182,2,28,False,0,0,0,0,0,216,True
4316,0,True,6178,2,32,False,0,0,0,0,0,4617,True
4317,0,False,4476,0,36,False,0,0,0,725,2,4272,False
4318,1,False,706,0,26,False,0,3593,47,19,229,3680,True
4319,1,False,706,2,36,False,1,5234,343,277,12682,4539,False
4320,0,False,6185,2,37,False,374,1327,10,81,0,7468,False
4321,0,False,6179,2,45,False,0,0,0,774,0,85,False
4322,1,False,707,2,22,False,165,36,0,3044,556,6378,False
4323,1,False,707,0,24,False,25,3291,0,6075,179,3227,False
4324,0,False,6181,1,23,False,0,138,4,412,220,6684,False
4325,0,False,4359,0,31,False,2,20,1,1026,2,1885,True
4326,1,False,709,2,37,False,1,477,0,0,7087,263,False
4327,0,False,6183,2,28,False,5,0,0,1014,0,2788,False
4328,0,True,6187,2,23,False,0,0,0,0,0,6683,True
4329,0,False,6189,0,14,False,0,166,603,1,0,2884,True
4330,1,True,236,2,40,False,0,0,0,0,0,7423,True
4331,2,False,4361,2,42,False,36,0,2554,0,9,1737,True
4332,0,False,4362,2,53,False,19,81,85,768,489,4481,False
4333,0,True,6192,2,46,False,0,0,0,0,0,2955,False
4334,2,False,1681,2,28,False,0,79,2003,0,0,5988,True
4335,0,True,6184,0,25,False,0,0,0,0,0,8065,True
4336,1,False,667,1,34,True,0,458,21,7,16,6814,True
4337,2,False,4365,2,58,False,1246,0,66,36,0,3310,False
4338,1,False,285,2,31,False,0,2520,1,1,0,5748,True
4339,1,True,285,0,24,False,0,0,0,0,0,5854,True
4340,1,False,6156,2,52,False,0,3275,111,51,18,7051,True
4341,1,True,285,0,25,False,0,0,0,0,0,874,True
4342,1,True,285,2,17,False,0,0,0,0,0,903,True
4343,0,False,285,2,27,False,0,453,137,1331,1660,6770,False
4344,1,True,285,0,29,False,0,0,0,0,0,6804,True
4345,1,False,712,2,45,False,0,7484,465,14,610,5797,True
4346,0,False,4368,1,28,False,0,18,0,0,674,4422,True
4347,1,True,669,0,25,False,0,0,173,0,0,783,True
4348,1,True,714,2,57,False,0,0,0,0,0,1028,True
4349,1,True,714,2,68,False,0,0,0,0,0,908,True
4350,1,False,714,0,26,False,0,431,28,10941,26,1624,False
4351,1,False,714,2,52,False,2,364,0,2144,1804,415,False
4352,1,False,714,2,36,False,0,551,0,5270,22,581,False
4353,0,False,6186,1,41,False,454,297,0,2,0,3384,False
4354,0,False,1696,2,14,False,514,0,392,0,0,2681,False
4355,0,True,6188,1,16,False,0,0,0,0,0,2193,True
4356,2,False,6156,2,24,False,672,0,501,0,304,7496,False
4357,1,False,238,2,62,True,0,1633,0,1742,0,6821,True
4358,0,False,6197,0,26,False,595,84,0,0,131,7046,True
4359,0,False,4369,2,45,False,65,63,3,713,27,7977,False
4360,1,False,716,2,41,False,0,412,0,4030,0,6779,False
4361,0,False,4479,2,36,False,224,724,0,0,0,6877,True
4362,0,False,4371,0,13,False,8,1385,1445,250,8,4511,True
4363,1,False,286,2,48,False,0,9633,0,1,2,843,True
4364,1,True,286,2,28,False,0,0,0,0,0,6048,True
4365,0,False,4373,1,22,False,141,16,0,177,336,6201,True
4366,0,False,4374,2,39,False,290,0,84,266,0,8132,True
4367,0,False,1684,2,45,False,1399,226,0,0,0,2837,False
4368,0,False,6199,2,42,False,84,323,0,1251,120,2527,False
4369,1,False,718,2,33,False,0,7039,0,902,405,459,True
4370,0,False,6156,2,27,False,0,89,874,34,0,7216,True
4371,0,False,1701,2,47,False,0,370,0,380,38,1807,False
4372,1,True,1685,2,20,False,0,0,0,0,0,3685,True
4373,1,True,239,0,32,False,0,0,0,0,0,92,True
4374,0,True,239,2,54,False,0,0,0,0,0,6722,True
4375,0,False,4376,2,23,False,0,1125,0,311,993,472,False
4376,0,False,6200,2,9,False,0,0,0,0,0,7982,False
4377,0,False,6190,2,17,False,372,0,477,0,0,6364,False
4378,1,False,1109,2,26,False,0,823,0,1821,1508,7515,False
4379,1,False,1109,2,38,False,0,93,0,0,7303,6745,False
4380,0,False,4377,2,24,False,703,0,0,0,0,5241,False
4381,0,False,4480,2,30,False,77,2325,5,117,1,5276,True
4382,0,True,6191,0,2,False,0,0,0,0,0,7048,False
4383,0,True,6191,2,4,False,0,0,0,0,0,3037,True
4384,0,True,6191,2,9,False,0,0,0,0,0,2212,False
4385,0,False,4480,2,30,False,0,0,3,3434,0,5029,False
4386,0,True,6191,2,5,False,0,0,0,311,0,4003,False
4387,0,False,6191,2,2,False,0,0,0,0,0,3980,False
4388,1,False,671,2,32,False,45,985,0,0,6803,2330,False
4389,1,True,671,2,53,False,0,0,0,0,0,966,True
4390,1,False,6156,2,46,False,0,3856,0,1,312,2484,True
4391,0,True,6203,2,2,False,0,0,0,0,0,5055,True
4392,0,True,6203,2,1,False,0,0,0,0,0,2255,True
4393,0,True,6203,2,11,False,0,0,0,0,0,5926,True
4394,0,False,6203,0,3,False,0,0,0,0,0,4077,True
4395,0,True,6203,2,33,False,0,0,0,0,0,2558,True
4396,0,True,6203,0,3,False,0,0,0,0,0,1232,True
4397,0,False,1702,2,38,False,182,776,3,33,0,8224,False
4398,0,True,6193,1,21,False,0,0,0,0,0,1142,False
4399,0,True,6156,2,41,False,0,0,0,0,0,2264,True
4400,1,True,720,0,64,False,0,0,0,0,0,7416,True
4401,1,True,720,0,27,True,0,0,0,0,0,6817,True
4402,0,True,6194,0,41,False,0,458,173,0,0,1158,False
4403,0,False,4483,2,19,False,35,2,481,121,304,8314,False
4404,0,False,6196,2,42,False,0,0,1677,65,62,548,True
4405,1,False,675,0,30,False,0,4066,0,544,1272,7115,False
4406,0,False,4485,2,38,False,183,203,0,110,374,7167,False
4407,1,False,722,2,63,False,0,4579,1,1006,2084,8435,True
4408,2,False,1120,2,17,False,224,0,38,0,2,2065,False
4409,2,True,4487,2,2,False,0,0,0,0,0,8162,True
4410,2,False,4487,2,19,False,0,0,0,0,0,414,True
4411,2,False,1120,2,37,False,1144,4,34,0,0,5420,False
4412,2,False,4379,2,50,False,225,0,796,107,0,3658,True
4413,0,False,6206,2,38,False,0,172,615,0,0,2982,True
4414,1,False,723,2,28,True,0,3119,0,1404,366,7330,True
4415,1,True,242,2,35,False,0,0,0,0,0,5421,True
4416,1,False,6156,2,27,False,14327,1487,0,1,0,7801,False
4417,0,False,6207,2,15,False,0,7,0,749,0,3001,False
4418,1,False,289,2,29,True,0,920,0,2052,3687,855,False
4419,1,True,289,0,65,False,0,0,0,0,0,6938,True
4420,0,False,4384,0,27,False,0,630,0,71,0,7231,True
4421,2,False,4385,2,0,False,0,0,0,0,0,1862,True
4422,2,False,4385,2,21,False,3148,0,1,0,0,8293,False
4423,2,True,4385,2,19,False,0,0,0,0,0,8285,True
4424,2,True,4387,2,39,False,0,0,0,0,0,3317,True
4425,0,False,4491,0,60,False,0,0,0,0,304,7460,False
4426,1,False,1121,0,30,False,818,44,2,2956,2311,3490,False
4427,0,True,6198,2,30,False,0,0,0,0,0,560,False
4428,0,True,6198,2,40,False,0,0,0,0,0,8015,True
4429,2,False,1704,2,26,False,0,25,13,11,998,414,False
4430,0,False,4494,0,38,False,2614,0,103,0,0,7600,False
4431,2,False,4495,2,22,False,130,15,2454,0,0,4968,True
4432,2,False,1688,2,28,False,179,0,1805,131,0,2027,False
4433,2,False,4497,2,65,False,1420,0,84,0,0,2446,False
4434,0,True,6201,1,61,False,0,0,0,0,0,5975,True
4435,0,False,4389,2,20,False,0,0,111,39,1094,5094,False
4436,0,True,6202,2,24,False,0,0,0,0,0,6742,False
4437,0,True,6204,2,16,False,0,0,0,0,0,4297,False
4438,2,True,1706,2,35,False,0,458,0,0,0,1418,True
4439,0,False,4390,2,21,False,0,681,51,131,1,5411,True
4440,0,True,6209,2,23,False,0,0,0,0,0,114,True
4441,0,False,4391,0,17,False,0,262,0,0,502,5804,True
4442,0,False,4391,1,24,False,154,7,241,213,453,3180,False
4443,0,False,6205,0,27,False,866,0,0,0,23,4885,False
4444,1,False,728,2,26,False,0,1910,0,1777,304,2744,True
4445,1,False,728,0,26,False,0,3452,0,4,1960,4745,True
4446,1,False,728,2,20,False,0,3,0,1271,2630,414,True
4447,1,True,728,2,28,False,0,0,0,0,0,3782,True
4448,1,False,728,2,37,False,8,21,0,56,2167,750,True
4449,2,False,4392,2,23,False,706,0,0,0,583,3455,False
4450,2,True,4392,2,49,False,224,0,0,0,0,3195,True
4451,1,False,243,2,50,False,0,1338,0,40,6178,7434,False
4452,1,True,676,2,4,False,0,458,0,0,0,7627,True
4453,1,True,676,2,32,False,0,0,0,0,0,3672,True
4454,1,False,676,2,44,False,0,0,0,0,0,6049,True
4455,0,False,1689,2,20,False,962,0,4581,105,0,7159,True
4456,2,False,4397,2,30,False,531,807,35,200,0,7376,False
4457,2,False,4397,2,29,False,574,0,4940,1831,2,3915,False
4458,0,False,6211,2,22,False,37,3,0,305,581,5688,True
4459,2,True,4500,2,35,False,0,0,0,0,0,8274,True
4460,2,False,4500,0,0,False,0,0,0,0,0,1644,True
4461,2,False,4500,2,6,False,0,0,0,0,0,6091,True
4462,1,False,1708,2,38,False,0,4504,0,13,302,7354,True
4463,1,False,678,2,34,False,0,48,2067,3,6,298,True
4464,1,True,678,0,34,False,0,0,0,0,0,7373,True
4465,0,False,6212,2,28,False,282,8,337,0,0,2847,False
4466,2,False,1112,2,53,False,204,142,380,38,1,1488,False
4467,1,False,85,2,28,False,0,395,118,14,1647,7073,False
4468,1,False,85,2,31,False,0,1382,0,1795,588,3777,False
4469,2,False,4503,1,56,False,233,0,1356,0,171,7557,False
4470,2,False,4400,2,36,False,850,458,454,0,0,6447,False
4471,0,False,1709,0,30,False,25,245,198,2,321,5096,False
4472,2,True,4505,2,32,False,0,0,0,0,0,414,True
4473,1,True,730,0,44,False,0,0,0,0,0,5228,True
4474,1,True,730,0,54,False,0,0,173,0,0,1013,True
4475,0,False,4402,2,24,False,185,0,476,1810,53,7473,False
4476,0,False,4507,2,44,False,248,0,0,0,623,5170,False
4477,0,False,4403,2,25,False,0,3,23,693,0,3774,False
4478,2,True,4510,2,35,False,0,0,0,0,0,8169,True
4479,2,False,4511,2,29,False,298,0,888,5,0,7186,True
4480,0,False,1711,2,22,False,0,669,121,0,56,2958,True
4481,0,True,6214,2,22,False,0,0,0,0,0,2144,True
4482,0,False,4410,0,22,False,0,509,2,8,74,2606,True
4483,0,True,4410,1,18,False,0,0,0,0,0,4487,True
4484,0,False,4516,0,22,False,256,0,0,0,373,1880,False
4485,0,False,6216,2,52,False,935,779,0,0,0,7685,True
4486,2,True,4517,2,0,False,0,0,0,0,0,7092,True
4487,2,True,4517,2,1,False,0,0,0,0,0,3304,True
4488,2,False,4517,2,34,False,2130,0,1,1,0,8358,False
4489,2,True,4517,2,6,False,0,0,0,0,0,3320,True
4490,0,False,6218,2,22,False,123,1,660,0,0,8315,True
4491,0,True,6219,2,31,False,0,0,0,0,0,1676,True
4492,1,False,87,2,31,False,588,1261,0,228,6,3164,False
4493,2,False,1713,2,20,False,845,0,46,123,0,3953,False
4494,2,True,1713,2,25,False,0,0,0,0,0,6507,True
4495,1,True,6156,0,23,False,0,0,0,0,0,6774,True
4496,1,False,732,2,53,False,50,11552,0,2998,4334,2868,False
4497,1,False,732,0,32,False,0,225,0,3873,240,253,False
4498,1,True,732,0,27,False,0,0,0,0,304,3640,True
4499,1,False,732,0,48,False,0,342,929,10887,0,407,False
4500,1,False,61,2,37,False,223,9495,0,1318,1866,3684,True
4501,2,True,4414,2,21,False,0,0,0,0,0,1236,True
4502,1,True,245,0,29,False,0,0,0,0,0,414,True
4503,1,True,247,2,46,True,0,0,0,0,0,2768,True
4504,0,False,6222,2,19,False,2,0,173,9,754,5584,False
4505,0,False,4416,2,22,False,0,0,0,778,0,1228,False
4506,1,False,292,2,54,True,0,2853,0,0,1666,127,False
4507,0,False,6223,2,43,False,63,1339,9,253,42,5118,True
4508,0,True,6225,2,18,False,0,0,0,0,0,7218,True
4509,1,False,1716,0,36,False,13,1480,1,1439,1955,2776,False
4510,1,False,1716,2,20,False,0,1131,3783,161,0,1661,True
4511,0,False,4520,2,63,False,0,104,0,599,0,2257,False
4512,0,False,4418,2,50,False,138,706,0,18,40,7767,True
4513,2,False,6156,2,13,False,21,0,1564,0,1,3045,True
4514,2,True,1717,2,43,False,0,0,0,0,0,7315,True
4515,0,True,6227,1,16,False,0,0,0,0,0,862,True
4516,2,True,4521,2,31,False,0,0,0,0,0,5146,True
4517,2,True,4521,2,0,False,0,0,0,311,0,5759,True
4518,2,True,4521,2,10,False,0,458,0,0,0,4738,True
4519,0,True,6210,2,10,False,224,0,0,0,0,7952,False
4520,0,False,4522,2,55,False,1028,18,0,0,0,2932,False
4521,0,False,4420,2,18,False,211,594,2,493,62,2391,True
4522,0,False,6230,2,7,False,0,0,173,0,0,3702,True
4523,0,True,6230,2,1,False,0,0,173,0,0,8020,True
4524,0,False,6213,2,44,False,22,1,0,864,0,2677,False
4525,2,False,1695,2,27,False,665,631,1,311,0,1746,False
4526,0,False,6156,1,20,False,30,4,0,321,451,5145,False
4527,1,False,735,0,49,False,0,7762,2,0,98,6748,True
4528,0,True,6234,0,22,False,0,0,0,0,0,8092,True
4529,0,False,4421,0,21,False,564,9,0,0,30,486,True
4530,2,False,4523,2,26,False,17,0,746,394,0,3938,False
4531,2,False,1116,2,65,False,588,196,272,0,0,4248,True
4532,2,True,4526,2,20,False,0,0,0,0,0,6331,True
4533,2,True,4528,0,0,False,0,0,0,0,0,681,True
4534,2,True,4528,2,16,False,0,0,0,0,0,7750,True
4535,0,True,4528,2,22,False,0,0,0,0,0,5662,True
4536,2,False,4528,2,0,False,0,0,0,0,0,414,True
4537,0,False,6215,2,21,False,526,0,173,258,0,74,False
4538,0,True,6236,1,30,False,0,0,0,0,0,8120,True
4539,0,False,6217,0,14,False,363,44,0,0,512,414,True
4540,2,False,4530,2,45,False,944,292,2,311,0,223,False
4541,0,False,4532,2,22,False,0,0,0,19,785,3352,False
4542,2,True,4534,2,21,False,0,0,0,0,0,8245,True
4543,0,False,1699,2,37,False,542,440,1,0,0,2849,False
4544,2,True,6156,2,29,False,0,458,0,0,0,3196,True
4545,2,False,4426,2,29,True,20,458,1902,0,3,6414,True
4546,0,False,4428,2,21,False,0,198,559,19,44,4463,True
4547,0,False,4430,2,52,False,1,13,3,0,700,555,False
4548,0,True,4432,2,36,False,0,0,173,0,0,414,True
4549,1,True,297,0,59,False,0,0,0,0,0,5254,True
4550,1,False,297,2,21,False,12,1855,0,1381,358,6289,False
4551,1,False,297,2,25,False,21,2148,0,1966,12708,1626,False
4552,2,False,1118,2,23,False,2260,0,152,106,60,6122,False
4553,1,True,1700,0,36,False,0,0,0,0,0,3162,True
4554,0,False,1719,2,38,False,161,3,0,624,0,7165,False
4555,0,True,6239,2,0,False,0,0,0,0,304,4076,True
4556,0,False,4435,2,19,False,0,0,699,18,86,1184,True
4557,0,False,4536,2,30,False,148,0,0,619,34,5883,True
4558,0,False,6240,2,23,False,14,0,437,103,333,7919,True
4559,0,False,6240,2,55,False,330,114,0,2,0,1171,True
4560,0,False,4437,1,44,False,0,463,1,172,0,3572,True
4561,1,False,680,2,30,False,4531,212,10,157,12,3350,False
4562,0,False,4442,2,39,False,12,8,0,4,753,3252,True
4563,0,False,6224,0,19,False,423,458,0,0,0,2579,False
4564,0,False,6226,2,24,False,0,871,17,0,0,4445,False
4565,1,False,6558,2,37,False,1721,667,173,28,1362,6216,False
4566,0,False,6228,0,24,False,0,0,0,734,21,414,False
4567,0,False,4445,2,17,False,0,0,1875,142,2,4952,True
4568,0,False,1703,2,17,False,0,775,0,13,0,6679,True
4569,0,False,6229,0,14,False,8,0,173,0,176,492,False
4570,0,False,4542,1,13,False,0,611,0,0,0,615,False
4571,1,False,737,0,35,False,0,1135,0,0,3880,5650,True
4572,2,False,4447,2,32,False,654,0,655,0,0,3238,True
4573,2,True,4447,2,18,False,0,0,0,0,0,2029,True
4574,0,False,4449,2,21,False,529,8,89,21,0,8306,True
4575,2,False,4450,2,25,False,750,0,109,368,0,7539,False
4576,2,False,4452,2,36,False,108,0,941,861,0,1773,False
4577,0,False,6231,2,20,False,362,0,31,12,483,2754,False
4578,0,False,6232,0,22,False,126,3,0,1305,0,8408,False
4579,2,True,1721,2,27,False,0,0,0,0,0,1829,True
4580,1,False,299,2,28,False,9,2031,0,20,1837,7426,False
4581,0,True,6233,2,38,False,0,0,0,0,0,2102,True
4582,2,True,1723,2,23,False,0,0,0,0,0,7814,False
4583,2,False,4455,2,21,False,74,0,713,0,502,4168,True
4584,0,False,4456,2,18,False,224,0,1770,1284,8,1503,False
4585,0,False,4544,2,20,False,0,254,868,405,0,2175,True
4586,1,True,739,2,28,False,0,0,0,0,0,5356,True
4587,0,False,6243,1,57,False,274,8,0,19,466,7697,False
4588,0,False,6244,0,10,False,0,0,0,0,0,6686,True
4589,0,False,4457,2,23,False,0,0,874,311,0,1838,True
4590,1,True,301,2,22,False,0,0,0,0,0,1609,True
4591,1,True,301,0,24,False,0,0,0,0,0,8207,True
4592,0,False,6245,2,52,False,44,458,0,42,1731,1317,False
4593,0,True,6246,0,31,False,0,0,0,0,0,4471,True
4594,0,True,6235,0,15,False,0,0,0,0,0,2797,True
4595,0,False,4546,2,40,False,176,932,0,0,304,7955,False
4596,0,False,4547,2,18,False,0,0,31,2121,0,7846,False
4597,0,False,4459,2,28,False,647,1,32,71,140,5093,True
4598,0,True,6249,2,40,False,0,0,0,0,0,2666,True
4599,0,False,6249,1,32,False,8,690,3,5,0,51,True
4600,0,False,4548,1,35,False,0,0,2,672,10,3999,False
4601,0,False,6237,2,52,False,0,837,1,2,8,5972,False
4602,0,False,1705,2,34,False,695,25,276,0,0,1061,False
4603,0,True,6238,2,46,False,0,0,0,0,0,2215,False
4604,0,False,4550,0,23,False,62,0,0,1,2203,718,False
4605,0,False,1725,2,44,False,2,0,0,788,0,7456,False
4606,0,False,4552,0,59,False,460,139,0,1,0,2927,False
4607,1,False,1707,2,42,False,0,1330,0,2711,691,7619,False
4608,0,False,4554,2,18,False,0,0,0,702,0,77,False
4609,2,False,1126,2,29,False,3284,84,0,0,2,954,False
4610,2,True,4556,2,15,False,0,0,0,0,0,981,True
4611,2,False,2191,2,19,False,1301,0,31,1,0,1774,True
4612,0,True,6241,1,49,False,0,0,0,0,0,5686,False
4613,2,True,2193,2,19,False,0,0,0,0,0,7921,True
4614,1,False,303,0,36,True,1,10029,1,1679,27,1283,True
4615,0,True,6242,0,59,False,0,0,0,0,0,571,True
4616,0,True,6252,0,24,False,0,0,0,0,0,1674,True
4617,2,True,4462,2,4,False,0,0,0,0,0,3535,True
4618,2,True,4462,2,20,False,0,0,0,0,0,8375,True
4619,2,False,4462,2,24,False,261,0,780,0,0,5978,True
4620,2,False,2194,0,31,False,725,0,747,0,0,6929,False
4621,2,False,4464,2,23,False,197,76,5635,7,0,2475,True
4622,2,False,4466,2,3,False,0,0,0,0,0,4917,True
4623,2,True,4466,2,22,False,0,0,0,0,0,5820,True
4624,2,False,4466,2,20,False,0,0,0,0,0,5814,True
4625,2,False,4466,2,0,False,0,0,0,0,0,7754,True
4626,2,True,2197,0,13,False,0,0,0,0,0,3590,True
4627,1,True,248,2,47,False,0,0,0,0,0,115,True
4628,1,False,248,2,51,False,0,3571,106,0,0,32,True
4629,2,False,1127,2,22,False,223,0,630,14,0,8402,True
4630,2,True,2199,0,3,False,0,0,0,0,0,1802,True
4631,2,False,4467,2,4,False,0,0,0,0,0,6388,True
4632,0,False,4467,2,16,False,2083,0,10,0,0,5666,False
4633,2,False,4467,2,24,False,623,0,501,304,776,7863,False
4634,2,True,4467,2,1,False,0,0,0,0,0,1812,True
4635,0,False,2201,2,31,False,210,20,0,1027,199,6527,False
4636,0,False,6254,2,34,False,1242,444,0,22,0,1115,False
4637,0,False,6256,0,20,False,0,0,847,0,0,5202,True
4638,0,False,2203,2,19,False,0,2077,0,0,0,5061,True
4639,0,True,6258,2,19,False,0,0,0,0,0,2376,True
4640,2,False,2205,2,35,False,988,0,830,2,0,8073,False
4641,0,True,6260,2,3,False,0,0,0,0,0,5021,True
4642,0,True,6260,2,36,False,0,0,0,0,0,1922,True
4643,2,True,2207,2,20,False,0,0,0,0,0,6103,True
4644,1,False,92,0,28,False,269,2171,2,2,0,3632,True
4645,1,False,92,0,58,False,0,3448,0,737,2193,7363,False
4646,1,False,92,2,56,False,153,1750,0,334,1539,5158,False
4647,0,True,6247,1,27,False,0,0,0,0,0,2687,True
4648,0,True,6248,2,25,False,0,0,0,0,0,3806,False
4649,0,True,6251,1,39,False,0,0,0,0,0,2915,False
4650,2,False,2210,2,43,False,11,0,1297,38,0,6189,True
4651,2,True,4469,2,42,False,0,0,0,0,0,5957,True
4652,0,False,6263,2,24,False,3,1018,687,50,304,4375,True
4653,0,True,6265,2,19,False,0,0,0,0,0,8094,True
4654,0,False,6268,2,32,False,0,235,0,474,0,4101,False
4655,2,False,4473,2,32,False,1016,0,307,5,304,573,True
4656,0,True,6270,2,61,False,0,0,0,0,0,1539,True
4657,2,False,1119,2,64,False,2147,0,191,59,0,3941,False
4658,0,False,1710,2,21,False,457,79,1134,0,0,1426,False
4659,0,False,4475,1,26,False,0,9,0,0,1376,543,False
4660,1,False,250,0,35,False,87,1719,2750,0,79,1044,True
4661,0,False,1712,2,43,False,957,0,1,0,39,6176,False
4662,0,True,6253,0,3,False,0,0,0,0,0,1332,True
4663,1,False,63,2,56,False,0,10,0,9319,1225,7626,False
4664,1,True,6156,0,45,False,0,0,0,0,304,4920,True
4665,0,True,6273,1,25,False,0,0,0,0,0,6067,True
4666,0,False,6273,2,12,False,0,0,0,0,0,3298,True
4667,0,True,6273,1,2,False,0,0,0,0,0,1607,True
4668,0,False,4477,2,46,False,0,4,834,0,32,4785,True
4669,0,False,4477,2,32,False,2756,125,9,0,103,5969,False
4670,0,False,2215,2,20,False,0,358,287,0,304,3070,False
4671,0,True,6255,1,24,False,0,0,0,0,0,733,False
4672,0,False,6257,2,28,False,0,0,0,882,0,4865,False
4673,0,False,6257,2,12,False,0,0,0,0,0,6885,False
4674,0,False,6257,2,11,False,0,0,0,0,0,414,False
4675,0,False,4478,2,16,False,0,769,0,0,7,2129,True
4676,0,False,6275,1,29,False,0,0,0,0,0,5567,True
4677,0,False,6275,2,24,False,530,0,0,0,179,1324,False
4678,0,False,2217,2,22,False,61,0,214,445,304,5233,True
4679,0,False,6277,2,21,False,36,162,0,588,0,3000,True
4680,0,False,1715,2,38,False,0,1,0,786,0,4037,False
4681,1,True,252,2,35,False,0,0,0,0,0,5867,False
4682,0,False,6259,2,79,False,610,458,0,200,5,6630,False
4683,0,False,2219,1,22,False,479,34,0,29,4,2080,False
4684,0,False,6261,0,42,False,642,282,0,0,0,7718,True
4685,2,True,4481,2,34,False,0,0,0,0,0,6920,True
4686,1,True,683,2,52,False,0,0,0,0,0,2312,True
4687,0,True,6280,2,43,False,0,0,0,0,0,5032,True
4688,0,False,4484,2,30,False,1120,0,0,0,794,1699,False
4689,0,True,6262,2,35,False,0,0,0,0,0,1948,True
4690,0,True,6264,2,18,False,0,0,0,0,0,2242,False
4691,1,True,254,2,27,False,0,0,0,0,0,5422,True
4692,0,False,2220,2,46,False,819,31,0,49,2,6537,False
4693,1,True,256,2,15,False,0,0,0,0,0,4733,True
4694,1,True,256,0,44,False,0,0,0,0,0,479,True
4695,1,False,256,2,20,False,0,219,0,5,3283,123,False
4696,2,False,4486,2,35,False,1337,49,57,0,0,3504,False
4697,2,True,4488,2,19,False,0,0,0,0,0,673,True
4698,2,True,2223,2,47,False,0,0,0,0,0,414,True
4699,2,False,2224,2,26,True,1033,172,26,0,518,6321,False
4700,0,True,6269,0,24,False,0,0,0,0,0,1066,True
4701,0,False,4489,2,23,False,0,0,2102,0,0,4629,True
4702,0,False,1129,2,26,False,1331,0,973,484,0,6402,False
4703,2,True,2226,2,5,False,0,0,0,0,0,5742,True
4704,1,False,742,0,35,False,54,493,12,6691,253,3262,False
4705,2,False,2227,2,18,False,1092,31,309,0,0,3936,False
4706,2,True,4490,2,32,False,0,0,0,0,0,6508,True
4707,0,True,6271,2,13,False,0,0,0,0,0,7031,True
4708,0,False,4492,2,15,False,0,0,19,352,326,6075,False
4709,0,False,4493,1,18,False,648,19,0,0,4,616,True
4710,1,False,258,2,41,False,4,4619,0,251,213,1592,True
4711,0,False,6272,0,36,False,0,0,0,474,12,1378,False
4712,0,False,2229,2,33,False,1042,50,0,9,0,6680,False
4713,0,False,1730,0,41,False,4,737,0,51,0,5997,False
4714,1,False,93,0,47,False,1904,18,0,89,4411,2775,False
4715,1,True,1732,2,32,False,0,0,0,0,0,4732,True
4716,0,False,6286,2,36,False,0,52,8,0,4160,1366,False
4717,0,True,6288,2,13,False,0,0,0,0,0,6979,True
4718,0,True,6274,1,34,False,0,0,0,0,0,6673,False
4719,0,False,6274,2,24,False,5,1,7,0,895,2612,False
4720,2,False,4496,2,16,False,1285,458,14,1386,0,4221,False
4721,2,True,4496,2,12,False,0,0,0,0,0,3965,True
4722,2,False,4496,2,24,False,1157,0,0,131,0,6636,True
4723,2,False,4496,2,35,False,1307,0,0,2,0,1421,False
4724,1,False,744,2,26,False,0,21,10424,1373,7218,2772,False
4725,1,False,744,0,39,False,10,199,0,6216,101,430,False
4726,0,False,2231,2,18,False,8,1,4,419,304,5103,True
4727,0,False,6289,2,23,False,0,381,142,0,261,6887,False
4728,0,True,6289,1,29,False,0,0,0,0,0,414,True
4729,0,False,6156,2,38,False,0,0,0,0,0,4909,True
4730,0,False,2233,2,31,False,433,111,238,86,0,5074,False
4731,2,False,1735,2,49,False,1176,0,20,103,0,7831,False
4732,2,True,4501,2,17,False,0,0,0,0,0,2001,True
4733,2,False,4501,0,23,False,228,1451,912,3,0,414,True
4734,0,True,6276,0,15,False,0,0,0,0,0,4023,True
4735,2,True,4502,2,11,False,224,0,0,0,0,3435,True
4736,2,False,4502,1,30,True,600,31,1,659,191,3458,False
4737,2,True,4502,2,42,False,0,0,0,0,0,4896,True
4738,0,False,2237,0,21,False,639,0,0,0,0,5838,False
